PROTID,PROTLEN,ISFWD,DEFLINE,NUMXML,ALL_ID,MAXPW,ALL_PW,ALL_LOCALPW,MAXINIPROB,WT_MAXINIPROB,MAXINIPROBUNIQ,ALL_NUMPEPSTOT,ALL_NUMPEPSUNIQ,ALL_NUMSPECSTOT,ALL_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10B_23_ID,X2021_01_20_CORALEGGS_10B_23_PW,X2021_01_20_CORALEGGS_10B_23_NUMPEPSTOT,X2021_01_20_CORALEGGS_10B_23_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_10B_23_NUMSPECSTOT,X2021_01_20_CORALEGGS_10B_23_TOTNSAF,X2021_01_20_CORALEGGS_10B_23_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10B_23_UNIQNSAF,X2021_01_20_CORALEGGS_10B_23_NUMSPECSADJ,X2021_01_20_CORALEGGS_10B_23_ADJNSAF,X2021_01_20_CORALEGGS_10NB_13_ID,X2021_01_20_CORALEGGS_10NB_13_PW,X2021_01_20_CORALEGGS_10NB_13_NUMPEPSTOT,X2021_01_20_CORALEGGS_10NB_13_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSTOT,X2021_01_20_CORALEGGS_10NB_13_TOTNSAF,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_10NB_13_UNIQNSAF,X2021_01_20_CORALEGGS_10NB_13_NUMSPECSADJ,X2021_01_20_CORALEGGS_10NB_13_ADJNSAF,X2021_01_20_CORALEGGS_13B_07_ID,X2021_01_20_CORALEGGS_13B_07_PW,X2021_01_20_CORALEGGS_13B_07_NUMPEPSTOT,X2021_01_20_CORALEGGS_13B_07_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_13B_07_NUMSPECSTOT,X2021_01_20_CORALEGGS_13B_07_TOTNSAF,X2021_01_20_CORALEGGS_13B_07_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_13B_07_UNIQNSAF,X2021_01_20_CORALEGGS_13B_07_NUMSPECSADJ,X2021_01_20_CORALEGGS_13B_07_ADJNSAF,X2021_01_20_CORALEGGS_13NB_22_ID,X2021_01_20_CORALEGGS_13NB_22_PW,X2021_01_20_CORALEGGS_13NB_22_NUMPEPSTOT,X2021_01_20_CORALEGGS_13NB_22_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSTOT,X2021_01_20_CORALEGGS_13NB_22_TOTNSAF,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_13NB_22_UNIQNSAF,X2021_01_20_CORALEGGS_13NB_22_NUMSPECSADJ,X2021_01_20_CORALEGGS_13NB_22_ADJNSAF,X2021_01_20_CORALEGGS_21B_17_ID,X2021_01_20_CORALEGGS_21B_17_PW,X2021_01_20_CORALEGGS_21B_17_NUMPEPSTOT,X2021_01_20_CORALEGGS_21B_17_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_21B_17_NUMSPECSTOT,X2021_01_20_CORALEGGS_21B_17_TOTNSAF,X2021_01_20_CORALEGGS_21B_17_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_21B_17_UNIQNSAF,X2021_01_20_CORALEGGS_21B_17_NUMSPECSADJ,X2021_01_20_CORALEGGS_21B_17_ADJNSAF,X2021_01_20_CORALEGGS_21NB_09_ID,X2021_01_20_CORALEGGS_21NB_09_PW,X2021_01_20_CORALEGGS_21NB_09_NUMPEPSTOT,X2021_01_20_CORALEGGS_21NB_09_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSTOT,X2021_01_20_CORALEGGS_21NB_09_TOTNSAF,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_21NB_09_UNIQNSAF,X2021_01_20_CORALEGGS_21NB_09_NUMSPECSADJ,X2021_01_20_CORALEGGS_21NB_09_ADJNSAF,X2021_01_20_CORALEGGS_26B_21_ID,X2021_01_20_CORALEGGS_26B_21_PW,X2021_01_20_CORALEGGS_26B_21_NUMPEPSTOT,X2021_01_20_CORALEGGS_26B_21_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_26B_21_NUMSPECSTOT,X2021_01_20_CORALEGGS_26B_21_TOTNSAF,X2021_01_20_CORALEGGS_26B_21_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_26B_21_UNIQNSAF,X2021_01_20_CORALEGGS_26B_21_NUMSPECSADJ,X2021_01_20_CORALEGGS_26B_21_ADJNSAF,X2021_01_20_CORALEGGS_26NB_15_ID,X2021_01_20_CORALEGGS_26NB_15_PW,X2021_01_20_CORALEGGS_26NB_15_NUMPEPSTOT,X2021_01_20_CORALEGGS_26NB_15_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSTOT,X2021_01_20_CORALEGGS_26NB_15_TOTNSAF,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_26NB_15_UNIQNSAF,X2021_01_20_CORALEGGS_26NB_15_NUMSPECSADJ,X2021_01_20_CORALEGGS_26NB_15_ADJNSAF,X2021_01_20_CORALEGGS_66B_14_ID,X2021_01_20_CORALEGGS_66B_14_PW,X2021_01_20_CORALEGGS_66B_14_NUMPEPSTOT,X2021_01_20_CORALEGGS_66B_14_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_66B_14_NUMSPECSTOT,X2021_01_20_CORALEGGS_66B_14_TOTNSAF,X2021_01_20_CORALEGGS_66B_14_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_66B_14_UNIQNSAF,X2021_01_20_CORALEGGS_66B_14_NUMSPECSADJ,X2021_01_20_CORALEGGS_66B_14_ADJNSAF,X2021_01_20_CORALEGGS_66NB_16_ID,X2021_01_20_CORALEGGS_66NB_16_PW,X2021_01_20_CORALEGGS_66NB_16_NUMPEPSTOT,X2021_01_20_CORALEGGS_66NB_16_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSTOT,X2021_01_20_CORALEGGS_66NB_16_TOTNSAF,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_66NB_16_UNIQNSAF,X2021_01_20_CORALEGGS_66NB_16_NUMSPECSADJ,X2021_01_20_CORALEGGS_66NB_16_ADJNSAF,X2021_01_20_CORALEGGS_74B_08_ID,X2021_01_20_CORALEGGS_74B_08_PW,X2021_01_20_CORALEGGS_74B_08_NUMPEPSTOT,X2021_01_20_CORALEGGS_74B_08_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_74B_08_NUMSPECSTOT,X2021_01_20_CORALEGGS_74B_08_TOTNSAF,X2021_01_20_CORALEGGS_74B_08_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_74B_08_UNIQNSAF,X2021_01_20_CORALEGGS_74B_08_NUMSPECSADJ,X2021_01_20_CORALEGGS_74B_08_ADJNSAF,X2021_01_20_CORALEGGS_74NB_20_ID,X2021_01_20_CORALEGGS_74NB_20_PW,X2021_01_20_CORALEGGS_74NB_20_NUMPEPSTOT,X2021_01_20_CORALEGGS_74NB_20_NUMPEPSUNIQ,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSTOT,X2021_01_20_CORALEGGS_74NB_20_TOTNSAF,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSUNIQ,X2021_01_20_CORALEGGS_74NB_20_UNIQNSAF,X2021_01_20_CORALEGGS_74NB_20_NUMSPECSADJ,X2021_01_20_CORALEGGS_74NB_20_ADJNSAF
lcl|c228205_g4_i2|m.13127,226,1,lcl c228205_g4_i2 g.13127  ORF lcl c228205_g4_i2 g.13127 lcl c228205_g4_i2 m.13127 type:complete len:226 (+) lcl c228205_g4_i2:103-780(+),4,2076-a,0.964,0.946,0.946,0.9928,1,0.9928,1,1,4,4,null,0,0,0,0,0,0,0,0,0,1106-a,0.8413,1,1,1,29.1647,1,33.2943,1,32.0534,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1359-a,0.6167,1,1,1,33.9596,1,38.3469,1,36.9741,null,0,0,0,0,0,0,0,0,0,992-a,0.9035,1,1,1,31.6009,1,35.6542,1,34.5618,980-a,0.964,1,1,1,25.1207,1,28.6761,1,27.4575,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c218291_g1_i3|m.5698,451,1,lcl c218291_g1_i3 g.5698  ORF lcl c218291_g1_i3 g.5698 lcl c218291_g1_i3 m.5698 type:5prime_partial len:451 (+) lcl c218291_g1_i3:1-1353(+),1,2079-a,0.9669,0.9453,0.9453,0.9927,1,0.9927,1,1,1,1,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,902-a,0.9669,1,1,1,13.8979,1,15.8293,1,15.2645,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c221925_g1_i3|m.7988,563,1,lcl c221925_g1_i3 g.7988  ORF lcl c221925_g1_i3 g.7988 lcl c221925_g1_i3 m.7988 type:complete len:563 (+) lcl c221925_g1_i3:574-2262(+),12,208-a,1,1,1,0.999,1,0.999,3,3,27,27,108-a,1,3,3,3,35.2493,3,40.0265,3,38.4042,685-a,0.9997,2,2,2,23.4146,2,26.7301,2,25.7338,672-a,0.9996,2,2,2,23.9987,2,27.9774,2,26.7255,1021-a,0.9312,1,1,1,11.4159,1,13.1323,1,12.5737,118-a,1,3,3,3,33.3994,3,38.041,3,36.6836,121-a,1,3,3,3,32.3706,3,37.0073,3,35.4262,99-a,1,2,2,2,27.2642,2,30.7865,2,29.6844,656-a,0.9997,1,1,1,11.7503,1,13.4481,1,12.9243,631-a,0.9999,3,3,3,38.0558,3,42.9371,3,41.6215,750-a,0.9998,2,2,2,20.1679,2,23.0223,2,22.0441,127-a,1,2,2,2,21.3474,2,24.1035,2,23.2513,141-a,1,3,3,3,29.4884,3,33.3372,3,31.9939
lcl|c239716_g4_i2|m.26232,533,1,lcl c239716_g4_i2 g.26232  ORF lcl c239716_g4_i2 g.26232 lcl c239716_g4_i2 m.26232 type:complete len:533 (+) lcl c239716_g4_i2:1156-2754(+),1,2080-a,0.9635,0.9453,0.9453,0.9927,1,0.9927,1,1,1,1,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,985-a,0.9635,1,1,1,10.6515,1,12.1591,1,11.6424,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
A0A1Q9C5Z0,1814,1,Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene41492 PE=4 SV=1,10,2081-a,0.9635,0.9453,0.9453,0.9927,1,0.9927,1,1,10,10,1086-a,0.835,1,1,1,3.6467,1,4.1409,1,3.9731,1118-a,0.8298,1,1,1,3.6335,1,4.148,1,3.9934,null,0,0,0,0,0,0,0,0,0,1237-a,0.7862,1,1,1,3.5431,1,4.0758,1,3.9024,1411-a,0.6379,1,1,1,3.4553,1,3.9355,1,3.7951,1141-a,0.8936,1,1,1,3.3489,1,3.8286,1,3.665,1349-a,0.623,1,1,1,4.2309,1,4.7775,1,4.6065,null,0,0,0,0,0,0,0,0,0,978-a,0.9134,1,1,1,3.937,1,4.442,1,4.3059,986-a,0.9635,1,1,1,3.1297,1,3.5727,1,3.4208,1158-a,0.8523,1,1,1,3.3127,1,3.7404,1,3.6082,1077-a,0.9232,1,1,1,3.0507,1,3.4489,1,3.3099
lcl|c223357_g4_i3|m.9060,380,1,lcl c223357_g4_i3 g.9060  ORF lcl c223357_g4_i3 g.9060 lcl c223357_g4_i3 m.9060 type:3prime_partial len:381 (+) lcl c223357_g4_i3:70-1209(+),9,2083-a,0.9666,0.9446,0.9446,0.9926,1,0.9926,1,1,9,9,1482-a,0.4553,1,1,1,17.4082,1,19.7675,1,18.9663,1027-a,0.8937,1,1,1,17.3453,1,19.8014,1,19.0634,981-a,0.9341,1,1,1,17.778,1,20.7253,1,19.7979,911-a,0.9666,1,1,1,16.9136,1,19.4565,1,18.629,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1590-a,0.4552,1,1,1,20.197,1,22.8063,1,21.9899,1906-a,0.2819,1,1,1,17.409,1,19.9245,1,19.1484,1066-a,0.8662,1,1,1,18.7942,1,21.2049,1,20.5552,null,0,0,0,0,0,0,0,0,0,1216-a,0.8032,1,1,1,15.8139,1,17.8556,1,17.2243,1515-a,0.5219,1,1,1,14.5631,1,16.4639,1,15.8005
lcl|c230032_g6_i1|m.14874,120,1,lcl c230032_g6_i1 g.14874  ORF lcl c230032_g6_i1 g.14874 lcl c230032_g6_i1 m.14874 type:complete len:120 (+) lcl c230032_g6_i1:103-462(+),7,2084-a,0.9633,0.9446,0.9446,0.9926,1,0.9926,1,1,7,7,875-a,0.9633,1,1,1,55.126,1,62.597,1,60.06,1408-a,0.5506,1,1,1,54.9268,1,62.7043,1,60.3673,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,2115-a,0.228,1,1,1,50.624,1,57.8753,1,55.4026,null,0,0,0,0,0,0,0,0,0,906-a,0.9514,1,1,1,55.1286,1,63.0941,1,60.6365,1684-a,0.391,1,1,1,59.515,1,67.1488,1,65.0913,1029-a,0.9515,1,1,1,47.3106,1,54.0066,1,51.7117,null,0,0,0,0,0,0,0,0,0,1984-a,0.2611,1,1,1,46.1166,1,52.1356,1,50.0349
A0A1Q9EHA2,285,1,Proteasome subunit beta OS=Symbiodinium microadriaticum OX=2951 GN=psmB6 PE=3 SV=1,6,2085-a,0.9609,0.9446,0.9446,0.9926,1,0.9926,1,1,6,6,1111-a,0.8117,1,1,1,23.211,1,26.3566,1,25.2884,1303-a,0.6476,1,1,1,23.1271,1,26.4018,1,25.4178,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,973-a,0.9176,1,1,1,26.9293,1,30.4084,1,29.3198,1400-a,0.557,1,1,1,23.212,1,26.5659,1,25.5311,904-a,0.9466,1,1,1,25.0589,1,28.2732,1,27.4069,null,0,0,0,0,0,0,0,0,0,972-a,0.9609,1,1,1,21.0852,1,23.8075,1,22.9657,null,0,0,0,0,0,0,0,0,0
lcl|c226312_g2_i2|m.11394,336,1,lcl c226312_g2_i2 g.11394  ORF lcl c226312_g2_i2 g.11394 lcl c226312_g2_i2 m.11394 type:5prime_partial len:336 (+) lcl c226312_g2_i2:2-1009(+),9,2086-a,0.9657,0.9439,0.9439,0.9925,1,0.9925,1,1,9,9,1043-a,0.8724,1,1,1,19.6879,1,22.3561,1,21.45,1532-a,0.4611,1,1,1,19.6167,1,22.3944,1,21.5597,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1326-a,0.7169,1,1,1,18.6546,1,21.2471,1,20.489,947-a,0.9657,1,1,1,18.08,1,20.6697,1,19.7866,882-a,0.9552,1,1,1,22.8419,1,25.7928,1,24.8695,1297-a,0.6525,1,1,1,19.6888,1,22.5336,1,21.6559,1127-a,0.8253,1,1,1,21.2554,1,23.9817,1,23.2469,1116-a,0.9123,1,1,1,16.8966,1,19.2881,1,18.4685,1046-a,0.9291,1,1,1,17.8848,1,20.1938,1,19.4799,null,0,0,0,0,0,0,0,0,0
lcl|c241314_g6_i1|m.28420,788,1,lcl c241314_g6_i1 g.28420  ORF lcl c241314_g6_i1 g.28420 lcl c241314_g6_i1 m.28420 type:complete len:788 (+) lcl c241314_g6_i1:215-2578(+),1,2087-a,0.9661,0.9439,0.9439,0.9925,1,0.9925,1,1,1,1,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,905-a,0.9661,1,1,1,7.9543,1,9.0597,1,8.7364,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c226493_g3_i1|m.11532,866,1,lcl c226493_g3_i1 g.11532  ORF lcl c226493_g3_i1 g.11532 lcl c226493_g3_i1 m.11532 type:complete len:866 (+) lcl c226493_g3_i1:190-2787(+),4,2088-a,0.9599,0.9432,0.9432,0.9924,1,0.9924,1,1,4,4,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,975-a,0.9157,1,1,1,8.8624,1,10.0074,1,9.6491,1185-a,0.768,1,1,1,7.6391,1,8.7428,1,8.4023,1288-a,0.7,1,1,1,8.2469,1,9.3047,1,9.0196,null,0,0,0,0,0,0,0,0,0,975-a,0.9599,1,1,1,6.9391,1,7.835,1,7.558,null,0,0,0,0,0,0,0,0,0
lcl|c221967_g2_i3|m.8016,272,1,lcl c221967_g2_i3 g.8016  ORF lcl c221967_g2_i3 g.8016 lcl c221967_g2_i3 m.8016 type:complete len:272 (+) lcl c221967_g2_i3:143-958(+),12,209-a,1,1,1,0.999,1,0.999,12,12,49,49,109-a,1,2,2,2,48.6406,2,55.2326,2,52.9941,125-a,1,5,5,5,121.1621,5,138.3184,5,133.1632,106-a,1,5,5,5,124.1845,5,144.7725,5,138.2945,118-a,1,4,4,4,94.5169,4,108.7277,4,104.1031,119-a,1,5,5,6,138.2636,6,157.4784,6,151.8594,122-a,1,7,7,7,156.339,7,178.7325,7,171.0962,100-a,1,2,2,2,56.4328,2,63.7235,2,61.4423,100-a,1,2,2,2,48.6429,2,55.6713,2,53.5028,110-a,1,3,3,3,78.7699,3,88.8734,3,86.1503,140-a,1,3,3,3,62.617,3,71.4793,3,68.4419,128-a,1,4,4,4,88.3719,4,99.7814,4,96.2534,142-a,1,5,5,6,122.0733,6,138.006,6,132.4453
lcl|c197181_g3_i2|m.1000,298,1,lcl c197181_g3_i2 g.1000  ORF lcl c197181_g3_i2 g.1000 lcl c197181_g3_i2 m.1000 type:5prime_partial len:298 (+) lcl c197181_g3_i2:2-895(+),2,2090-a,0.9594,0.9425,0.9425,0.9923,1,0.9923,1,1,2,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1133-a,0.8979,1,1,1,20.3855,1,23.3055,1,22.3098,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,977-a,0.9594,1,1,1,20.1654,1,22.7689,1,21.9639,null,0,0,0,0,0,0,0,0,0
A0A1Q9D3P0,1237,1,Voltage-dependent calcium channel type A subunit alpha-1 OS=Symbiodinium microadriaticum OX=2951 GN=CAC PE=4 SV=1,2,2091-a,0.9653,0.9425,0.9425,0.9923,1,0.9923,1,1,2,2,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1012-a,0.9233,1,1,1,5.4613,1,6.3667,1,6.0818,922-a,0.9653,1,1,1,5.1958,1,5.9769,1,5.7227,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c223259_g2_i5|m.8979,313,1,lcl c223259_g2_i5 g.8979  ORF lcl c223259_g2_i5 g.8979 lcl c223259_g2_i5 m.8979 type:complete len:313 (+) lcl c223259_g2_i5:751-1689(+),4,2093-a,0.9613,0.9418,0.9418,0.9922,1,0.9922,1,1,4,4,882-a,0.9613,1,1,1,21.1346,1,23.9988,1,23.0262,null,0,0,0,0,0,0,0,0,0,996-a,0.9296,1,1,1,21.5835,1,25.1617,1,24.0358,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1142-a,0.8656,1,1,1,19.199,1,21.6777,1,20.9113,1166-a,0.864,1,1,1,17.6805,1,19.9881,1,19.1827
lcl|c225510_g3_i1|m.10695,891,1,lcl c225510_g3_i1 g.10695  ORF lcl c225510_g3_i1 g.10695 lcl c225510_g3_i1 m.10695 type:complete len:891 (+) lcl c225510_g3_i1:597-3269(+),3,2095-a,0.9606,0.9411,0.9411,0.9921,1,0.9921,1,1,3,3,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,924-a,0.9535,1,1,1,7.5821,1,8.8391,1,8.4436,null,0,0,0,0,0,0,0,0,0,1330-a,0.7104,1,1,1,7.0347,1,8.0124,1,7.7265,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,996-a,0.9606,1,1,1,6.3718,1,7.2736,1,6.9645,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c234626_g5_i4|m.20044,154,1,lcl c234626_g5_i4 g.20044  ORF lcl c234626_g5_i4 g.20044 lcl c234626_g5_i4 m.20044 type:complete len:154 (+) lcl c234626_g5_i4:37-498(+),11,2096-a,0.9639,0.9411,0.9411,0.9921,1,0.9921,1,1,11,11,899-a,0.9566,1,1,1,42.9553,1,48.7769,1,46.8,1101-a,0.8431,1,1,1,42.8001,1,48.8605,1,47.0395,null,0,0,0,0,0,0,0,0,0,942-a,0.9605,1,1,1,41.7348,1,48.0096,1,45.9676,980-a,0.9461,1,1,1,40.701,1,46.3573,1,44.7032,958-a,0.9639,1,1,1,39.4473,1,45.0976,1,43.1708,903-a,0.9501,1,1,1,49.8368,1,56.2753,1,54.2607,903-a,0.9523,1,1,1,42.9574,1,49.1642,1,47.2492,889-a,0.9513,1,1,1,46.3753,1,52.3238,1,50.7205,1005-a,0.9591,1,1,1,36.8654,1,42.0831,1,40.2948,1015-a,0.9473,1,1,1,39.0214,1,44.0593,1,42.5015,997-a,0.9564,1,1,1,35.935,1,40.6252,1,38.9882
Q0H8V4,247,1,Arginine kinase (Fragment) OS=Cnidaria environmental sample OX=696708 PE=2 SV=1,9,2097-a,1,0.9409,0.9409,0.999,0.5,0.7208,6,1,23,1,396-b,0,3,0,3,80.3456,0,0,0,0,407-b,0,2,0,2,53.3702,0,0,0,0,383-b,0,1,0,1,27.3508,0,0,0,0,405-b,0,2,0,2,52.0417,0,0,0,0,409-b,0,1,0,1,25.3763,0,0,0,0,420-b,0,3,0,3,73.784,0,0,0,0,null,0,0,0,0,0,0,0,0,0,382-b,0,3,0,3,80.3494,0,0,0,0,null,0,0,0,0,0,0,0,0,0,465-b,0.7647,5,0,5,114.9245,0,0,0,0,1040-a,0.933,3,1,3,72.9873,1,27.4702,1,26.4989,null,0,0,0,0,0,0,0,0,0
lcl|c230317_g6_i5|m.15162,793,1,lcl c230317_g6_i5 g.15162  ORF lcl c230317_g6_i5 g.15162 lcl c230317_g6_i5 m.15162 type:3prime_partial len:794 (+) lcl c230317_g6_i5:205-2583(+),2,2098-a,0.9635,0.9404,0.9404,0.992,1,0.992,1,1,2,2,1336-a,0.5931,1,1,1,8.3419,1,9.4724,1,9.0885,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,959-a,0.9635,1,1,1,7.6606,1,8.7579,1,8.3837,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0
lcl|c167034_g1_i1|m.471,321,1,lcl c167034_g1_i1 g.471  ORF lcl c167034_g1_i1 g.471 lcl c167034_g1_i1 m.471 type:internal len:322 (+) lcl c167034_g1_i1:3-965(+),8,21-a,1,1,1,0.999,1,0.999,5,5,22,22,null,0,0,0,0,0,0,0,0,0,766-a,0.9951,1,1,1,20.5334,1,23.4409,1,22.5672,8-a,1,3,3,3,63.1368,3,73.604,3,70.3104,6-a,1,3,3,4,80.0891,4,92.1306,4,88.212,677-a,0.9998,1,1,2,39.0527,2,44.4799,2,42.8928,417-b,1,3,3,3,56.7746,3,64.9069,3,62.1337,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,458-a,1,4,4,4,70.7448,4,80.7575,4,77.3259,7-a,1,3,3,3,56.1616,3,63.4125,3,61.1704,9-a,1,2,2,2,34.4797,2,38.9799,2,37.4093
lcl|c221999_g1_i4|m.8036,613,1,lcl c221999_g1_i4 g.8036  ORF lcl c221999_g1_i4 g.8036 lcl c221999_g1_i4 m.8036 type:5prime_partial len:613 (+) lcl c221999_g1_i4:3-1841(+),11,210-a,1,1,1,0.999,1,0.999,14,14,65,65,110-a,1,3,3,3,32.3742,3,36.7617,3,35.2718,126-a,1,7,7,7,75.2668,7,85.9244,7,82.7219,108-a,1,7,7,7,77.1443,7,89.9337,7,85.9095,119-a,1,7,7,7,73.3933,7,84.428,7,80.837,120-a,1,7,7,7,71.5753,7,81.5222,7,78.6135,123-a,1,8,8,8,79.2807,8,90.6367,8,86.7642,631-a,0.9994,2,2,2,25.0403,2,28.2754,2,27.2631,null,0,0,0,0,0,0,0,0,0,111-a,1,5,5,5,58.2529,5,65.7248,5,63.7109,141-a,1,5,5,5,46.3073,5,52.8613,5,50.615,129-a,1,6,6,6,58.8185,6,66.4124,6,64.0642,143-a,1,7,7,7,63.194,7,71.442,7,68.5633
A0A1Q9E998,420,1,Chaperone protein DnaJ OS=Symbiodinium microadriaticum OX=2951 GN=dnaJ PE=4 SV=1,6,2100-a,0.9713,0.9397,0.9397,0.9919,1,0.9919,1,1,6,6,933-a,0.9429,1,1,1,15.7503,1,17.8848,1,17.16,null,0,0,0,0,0,0,0,0,0,1150-a,0.8483,1,1,1,16.0849,1,18.7515,1,17.9124,1115-a,0.8866,1,1,1,15.3027,1,17.6035,1,16.8548,1015-a,0.928,1,1,1,14.9237,1,16.9977,1,16.3912,null,0,0,0,0,0,0,0,0,0,807-a,0.9713,1,1,1,18.2735,1,20.6343,1,19.8956,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,1348-a,0.6705,1,1,1,13.1762,1,14.8959,1,14.2957
